	precision	recall	thresholds
0	0.017793594306049824	1.0	0.08090534061193466
1	0.01782775644541964	1.0	0.08119023591279984
2	0.017830201618433687	1.0	0.08124366402626038
3	0.01847903340440654	1.0	0.0815538763999939
4	0.018523795953263037	1.0	0.08156996965408325
5	0.018529076396807297	1.0	0.0816558301448822
6	0.01856082238720731	1.0	0.08168565481901169
7	0.018563472797372554	1.0	0.08178167790174484
8	0.018566123964581547	1.0	0.08183164894580841
9	0.01856877588915869	1.0	0.08189243078231812
10	0.0186006581771355	1.0	0.08189467340707779
11	0.01890663930822219	0.9923076923076923	0.08191082626581192
12	0.01902654867256637	0.9923076923076923	0.08199701458215714
13	0.019398496240601505	0.9923076923076923	0.08201595395803452
14	0.01941017153174842	0.9923076923076923	0.08202695846557617
15	0.01968263655782728	0.9923076923076923	0.08208879083395004
16	0.019688644688644688	0.9923076923076923	0.08210048079490662
17	0.019691650129751184	0.9923076923076923	0.08212333917617798
18	0.01973382285452042	0.9923076923076923	0.08213191479444504
19	0.019736842105263157	0.9923076923076923	0.08215123414993286
20	0.01975195222783647	0.9923076923076923	0.08216241747140884
21	0.019761029411764705	0.9923076923076923	0.08217348903417587
22	0.019770114942528734	0.9923076923076923	0.082196444272995
23	0.0197761766058562	0.9923076923076923	0.08222335577011108
24	0.019785276073619632	0.9923076923076923	0.08223450928926468
25	0.020216267042783263	0.9923076923076923	0.08230984956026077
26	0.020247998744310155	0.9923076923076923	0.08235850185155869
27	0.02031176192725555	0.9923076923076923	0.08243086189031601
28	0.02031496062992126	0.9923076923076923	0.0824316069483757
29	0.020366277233975372	0.9923076923076923	0.08243660628795624
30	0.02036949313121743	0.9923076923076923	0.08245284110307693
31	0.020372710044219835	0.9923076923076923	0.08247490227222443
32	0.020398481973434534	0.9923076923076923	0.08253967761993408
33	0.020232595188784452	0.9769230769230769	0.08254816383123398
34	0.020239043824701194	0.9769230769230769	0.08256443589925766
35	0.020251953436453515	0.9769230769230769	0.08256669342517853
36	0.020250723240115717	0.9692307692307692	0.08256759494543076
37	0.020253978460054653	0.9692307692307692	0.08265125006437302
38	0.020260492040520984	0.9692307692307692	0.08265350759029388
39	0.020188863562357537	0.9538461538461539	0.08266977965831757
40	0.02029792110001637	0.9538461538461539	0.0826725885272026
41	0.020301244269810084	0.9538461538461539	0.08268366754055023
42	0.020431702092601745	0.9538461538461539	0.0826999619603157
43	0.02054340622929092	0.9538461538461539	0.08275773376226425
44	0.020546810273405137	0.9538461538461539	0.08276226371526718
45	0.020550215445807093	0.9538461538461539	0.08277404308319092
46	0.020557029177718834	0.9538461538461539	0.08277581632137299
47	0.02056043773835185	0.9538461538461539	0.08277914673089981
48	0.020574083291853326	0.9538461538461539	0.08278075605630875
49	0.020611702127659573	0.9538461538461539	0.0827869176864624
50	0.020815846902803425	0.9538461538461539	0.08279705047607422
51	0.020833333333333332	0.9538461538461539	0.08280601352453232
52	0.02083683414552176	0.9538461538461539	0.08280807733535767
53	0.020840336134453782	0.9538461538461539	0.08283644169569016
54	0.02084383930072281	0.9538461538461539	0.08285118639469147
55	0.020850849167647553	0.9538461538461539	0.08285464346408844
56	0.020854355869492094	0.9538461538461539	0.08288408815860748
