	precision	recall	thresholds
0	0.017793594306049824	1.0	0.015645375475287437
1	0.01779603011635866	1.0	0.01572326011955738
2	0.017798466593647318	1.0	0.015907704830169678
3	0.017800903738189783	1.0	0.015990011394023895
4	0.017803341550260202	1.0	0.015998603776097298
5	0.017805780030132858	1.0	0.016078587621450424
6	0.01780821917808219	1.0	0.016219351440668106
7	0.01781065899438279	1.0	0.016303127631545067
8	0.0178130994793094	1.0	0.016322968527674675
9	0.017815540633136905	1.0	0.01645255833864212
10	0.01781798245614035	1.0	0.016780762001872063
11	0.01782042494859493	1.0	0.016782358288764954
12	0.01782286811077598	1.0	0.016898777335882187
13	0.017825311942959002	1.0	0.016972098499536514
14	0.01782775644541964	1.0	0.0170021653175354
15	0.017830201618433687	1.0	0.01702067255973816
16	0.01783264746227709	1.0	0.017084525898098946
17	0.017835093977225956	1.0	0.017109468579292297
18	0.01783754116355653	1.0	0.017113272100687027
19	0.017839989021545218	1.0	0.017131350934505463
20	0.01784243755146857	1.0	0.01714383251965046
21	0.017844886753603295	1.0	0.017234239727258682
22	0.01784733662822625	1.0	0.01725928485393524
23	0.017849787175614446	1.0	0.017306191846728325
24	0.017852238396045043	1.0	0.017319317907094955
25	0.017854690289795357	1.0	0.017387179657816887
26	0.017857142857142856	1.0	0.01739140972495079
27	0.01785959609836516	1.0	0.01741451770067215
28	0.017862050013740038	1.0	0.017417773604393005
29	0.01786450460354542	1.0	0.01742490753531456
30	0.017866959868059373	1.0	0.017499404028058052
31	0.017869415807560136	1.0	0.017526840791106224
32	0.01787187242232609	1.0	0.017708906903862953
33	0.017874329712635775	1.0	0.0177487563341856
34	0.017876787678767877	1.0	0.017766404896974564
35	0.017879246321001237	1.0	0.017766714096069336
36	0.017881705639614855	1.0	0.01778116449713707
37	0.01788416563488788	1.0	0.01786966435611248
38	0.017886626307099616	1.0	0.01789267733693123
39	0.017889087656529516	1.0	0.01792864128947258
40	0.017891549683457197	1.0	0.017941728234291077
41	0.017894012388162423	1.0	0.01795964129269123
42	0.01789647577092511	1.0	0.018042296171188354
43	0.017898939832025333	1.0	0.018075356259942055
44	0.017901404571743322	1.0	0.018075741827487946
