	precision	recall	threshold
0	0.018249883013570427	1.0	0.013430794700980186
1	0.01825415399017084	1.0	0.014086772687733173
2	0.018258426966292134	1.0	0.014238954521715641
3	0.018262701943338795	1.0	0.014239944517612457
4	0.01826697892271663	1.0	0.014632332138717175
5	0.018271257905832748	1.0	0.014643296599388123
6	0.018275538894095594	1.0	0.014726067893207073
7	0.01827982188891493	1.0	0.015033920295536518
8	0.01828410689170183	1.0	0.015095907263457775
9	0.0182883939038687	1.0	0.015098190866410732
10	0.018292682926829267	1.0	0.01522811409085989
11	0.018296973961998593	1.0	0.015280531719326973
12	0.018301267010793053	1.0	0.015295951627194881
13	0.01830556207463037	1.0	0.015573767013847828
14	0.018309859154929577	1.0	0.015577890910208225
15	0.01831415825311106	1.0	0.015606245025992393
16	0.018318459370596524	1.0	0.01566428877413273
17	0.018322762508809022	1.0	0.015718014910817146
18	0.01832706766917293	1.0	0.015801111236214638
19	0.018331374853113983	1.0	0.015924187377095222
20	0.018335684062059238	1.0	0.015948940068483353
21	0.018339995297437104	1.0	0.015967510640621185
22	0.018344308560677328	1.0	0.016011850908398628
23	0.01834862385321101	1.0	0.016021056100726128
24	0.01835294117647059	1.0	0.01602862775325775
25	0.018357260531889855	1.0	0.016049601137638092
26	0.018361581920903956	1.0	0.016049766913056374
27	0.018365905344949376	1.0	0.016132289543747902
28	0.018370230805463968	1.0	0.016145555302500725
29	0.018374558303886925	1.0	0.01618555746972561
30	0.018378887841658812	1.0	0.016308197751641273
31	0.01838321942022154	1.0	0.016352610662579536
32	0.018387553041018388	1.0	0.016546355560421944
33	0.018391888705493988	1.0	0.016552509739995003
34	0.01839622641509434	1.0	0.01657268777489662
35	0.01840056617126681	1.0	0.016603389754891396
36	0.018404907975460124	1.0	0.016648240387439728
37	0.018409251829124382	1.0	0.016660742461681366
38	0.018413597733711047	1.0	0.016667744144797325
39	0.018417945690672965	1.0	0.016673576086759567
40	0.018422295701464336	1.0	0.016721025109291077
41	0.01842664776754075	1.0	0.016771754249930382
42	0.018431001890359167	1.0	0.01679159887135029
43	0.018435358071377923	1.0	0.016832085326313972
44	0.018439716312056736	1.0	0.016832662746310234
45	0.018444076613856705	1.0	0.016834430396556854
46	0.018448438978240302	1.0	0.016840871423482895
47	0.018452803406671398	1.0	0.01684967614710331
48	0.018457169900615238	1.0	0.016906803473830223
49	0.018461538461538463	1.0	0.016955694183707237
50	0.018465909090909092	1.0	0.01696811430156231
51	0.01847028179019654	1.0	0.01704094000160694
52	0.0182378019895784	0.9871794871794872	0.017045309767127037
53	0.01824212271973466	0.9871794871794872	0.017051389440894127
54	0.018246445497630333	0.9871794871794872	0.017063509672880173
55	0.0182507703247215	0.9871794871794872	0.017130201682448387
56	0.018255097202465622	0.9871794871794872	0.017159128561615944
57	0.018259426132321555	0.9871794871794872	0.017161814495921135
58	0.018263757115749527	0.9871794871794872	0.01718228869140148
59	0.01826809015421115	0.9871794871794872	0.017195161432027817
60	0.018272425249169437	0.9871794871794872	0.017202656716108322
61	0.018276762402088774	0.9871794871794872	0.01721636764705181
62	0.01828110161443495	0.9871794871794872	0.017235377803444862
63	0.018285442887675137	0.9871794871794872	0.017282715067267418
64	0.01828978622327791	0.9871794871794872	0.017295921221375465
65	0.018294131622713233	0.9871794871794872	0.0173101257532835
66	0.018298479087452472	0.9871794871794872	0.017319602891802788
67	0.018302828618968387	0.9871794871794872	0.01734093390405178
68	0.01830718021873514	0.9871794871794872	0.017340950667858124
69	0.0183115338882283	0.9871794871794872	0.017371904104948044
70	0.018315889628924834	0.9871794871794872	0.017405103892087936
71	0.018320247442303116	0.9871794871794872	0.017441177740693092
72	0.01832460732984293	0.9871794871794872	0.01747506484389305
73	0.01832896929302547	0.9871794871794872	0.017484882846474648
74	0.018333333333333333	0.9871794871794872	0.017514381557703018
75	0.018337699452250535	0.9871794871794872	0.017548540607094765
76	0.018342067651262506	0.9871794871794872	0.017556630074977875
77	0.01834643793185609	0.9871794871794872	0.01756468415260315
78	0.01835081029551954	0.9871794871794872	0.017565639689564705
79	0.01835518474374255	0.9871794871794872	0.017569424584507942
80	0.018359561278016214	0.9871794871794872	0.017581231892108917
81	0.018363939899833055	0.9871794871794872	0.0175908375531435
82	0.018368320610687022	0.9871794871794872	0.017595814540982246
83	0.01837270341207349	0.9871794871794872	0.017651556059718132
84	0.01837708830548926	0.9871794871794872	0.01767287589609623
85	0.018381475292432562	0.9871794871794872	0.017686689272522926
86	0.018385864374403055	0.9871794871794872	0.017690012231469154
87	0.01839025555290184	0.9871794871794872	0.017703870311379433
88	0.01839464882943144	0.9871794871794872	0.01772341877222061
89	0.018399044205495818	0.9871794871794872	0.017737528309226036
90	0.018403441682600382	0.9871794871794872	0.017755849286913872
91	0.01840784126225197	0.9871794871794872	0.017784355208277702
92	0.018412242945958873	0.9871794871794872	0.01781090348958969
93	0.018416646735230805	0.9871794871794872	0.0178512055426836
94	0.018421052631578946	0.9871794871794872	0.01785505935549736
95	0.018425460636515914	0.9871794871794872	0.0178786963224411
96	0.01842987075155577	0.9871794871794872	0.017916010692715645
97	0.01843428297821403	0.9871794871794872	0.017979111522436142
98	0.018438697318007662	0.9871794871794872	0.017999950796365738
99	0.01844311377245509	0.9871794871794872	0.018015842884778976
100	0.018447532343076185	0.9871794871794872	0.018017243593931198
101	0.018451953031392285	0.9871794871794872	0.0180329829454422
102	0.018456375838926176	0.9871794871794872	0.018039410933852196
103	0.01846080076720211	0.9871794871794872	0.01807357557117939
104	0.018465227817745802	0.9871794871794872	0.018075818195939064
